name,artists,energy,ranking,danceability,valence,instrumentalness,loudness,duration_ms,tempo,country
sdp interlude,Travis Scott,0.5888140859658207,0.007044183309960372,0.39008042895442363,0.5857173129900403,0.05887445887445887,-0.3900018939697703,-0.2843241622610721,-0.4900811447295894,US
After Party,Don Toliver,0.6986017607457276,0.006966414214041539,0.5536193029490617,0.4426785335876245,0.3582251082251082,-0.35421587753624034,-0.692065816170193,1.5566374678947386,US
Last Night,Morgan Wallen,0.6789228379078198,0.006889997624138777,0.3699731903485255,0.4797626615808434,0.0,0.5366855220565884,-0.7619118049720212,3.0833078349048244,US
Mama Said,Lukas Graham,0.809425168306577,0.006814898561648075,0.6648793565683646,0.5888959525323162,6.926406926406926e-05,0.8321757720363062,-0.021520244779679776,-1.3929924953046617,DK
Sunroof,"Nicky Youre, dazy",0.721387881926463,0.006741083243815504,0.739946380697051,0.8548421275694004,0.0,0.6460884865819508,-0.7761699494479423,0.37961735452715983,US
Own Brand Freestyle,"FelixThe1st, Dréya Mac, Finch Fetti",0.541170378042465,0.006668519033064868,0.9329758713136731,0.6185632549268913,0.0,-0.35183014310733846,-0.9346950611904811,0.2535280708383619,US
CITY OF ANGELS,24kGoldn,0.5422061108234076,0.0065971743888812995,0.6300268096514746,0.729815638906548,0.0,0.685964333465027,-1.6452975909457956,-0.04482719421015448,US
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",0.6768513723459347,0.006527018822100938,0.6715817694369973,0.7033269760542488,2.748917748917749e-06,0.6573355203182033,-0.8169148761831136,-0.4194711458638625,US
Space Song,Beach House,0.8021750388399793,0.006458022851465461,0.3914209115281502,0.5994914176732359,0.1341991341991342,-0.10405458170566027,1.9316907555381762,0.9633266784838349,US
I Was Never There,"The Weeknd, Gesaffelstein",0.7452097358881409,0.006390157962316012,0.14343163538874,0.1279932189023098,0.00017532467532467534,1.02167124953195,0.5660735403534543,-0.3122859147814444,CA
SLUT ME OUT,NLE Choppa,0.6095287415846712,0.006323396567299078,0.967828418230563,0.7107438016528925,0.0,0.20779499007224267,-1.4530104314273422,-0.006496051968759512,US
Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",0.6644225789746245,0.006257711968975954,0.4517426273458446,0.0739563466836194,0.0,-0.09860147443959859,0.44452672851831027,-0.042436167793537004,SE
Get Into It (Yuh),Doja Cat,0.6602796478508545,0.006193078324225887,0.9329758713136731,0.8029243483788939,3.668831168831169e-05,0.33287563798753267,-1.2015579920570572,-1.096131621766532,US
Notion,The Rare Occasions,0.8964267219057483,0.006129470610344967,0.12466487935656839,0.2932824751006569,0.0012012987012987014,1.0840411638875305,-0.2241613282722036,1.4273726022463706,US
One Dance,"Drake, Wizkid, Kyla",0.629207664422579,0.0060668645927457465,0.772117962466488,0.3547361729179911,0.001948051948051948,0.47601970372165203,-0.5876494167572655,-0.6468801739568146,CA
Kill Bill,SZA,0.7358881408596581,0.006005236794171198,0.5737265415549598,0.4183089637635092,0.18290043290043292,0.42796419593948337,-0.9323215703127041,-1.2063056358697215,US
Need to Know,Doja Cat,0.6126359399274987,0.005944564465342195,0.6005361930294907,0.16825598643780465,0.0,0.16928242000568183,0.04137726348141,0.3272389320881386,US
Boom Boom Pow,Black Eyed Peas,0.8694976696012429,0.005884825556956796,0.8713136729222519,0.3949989404534859,0.0018398268398268397,0.37888623054492815,0.74448093799969,0.3275378103902161,US
No Lie,"Sean Paul, Dua Lipa",0.8953909891248057,0.005825998692974066,0.7050938337801609,0.4532739987285442,0.0,1.4122500574636185,0.22396406897764434,-0.7188724849696481,JM
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",0.7721387881926463,0.0057680631451124675,0.675603217158177,0.7488874761602035,0.0,1.0012220972842187,0.7384268163404328,-0.7216744690516215,GB
Invincible,Pop Smoke,0.7400310719834282,0.005710998808496681,0.44504021447721187,0.6111464293282476,0.0,0.4613644779441112,-1.3863806947569945,0.8035762260235975,US
Please Please Please,Sabrina Carpenter,0.5888140859658207,0.005654786178397542,0.6072386058981234,0.5761813943632126,0.0,0.3178795930058629,-0.3747576045462266,-0.5309153927508803,US
Hurts Me,"Tory Lanez, Trippie Redd, Yoko Gold",0.7959606421543242,0.00559940632800382,0.4517426273458446,0.6757787666878577,0.0,0.5210078386666609,-1.1584223752348497,1.071707422774561,CA
Father Stretch My Hands Pt. 1,Kanye West,0.5753495598135681,0.005544840887174551,0.6809651474530831,0.42678533587624495,0.0,0.9858852330984199,-1.2423717156292655,-0.30612154980110345,GB
Miss The Rage,"Trippie Redd, Playboi Carti",0.8902123252200932,0.005491072022123955,0.48927613941018766,0.3367238821784276,0.0,0.7047093896921143,0.4941120488127379,-1.654137411744572,US
The Less I Know The Better,Tame Impala,0.7483169342309683,0.005438082415986978,0.5683646112600537,0.7944479762661582,0.007337662337662337,0.9961098092222856,0.14044470881470972,-0.16449059440429326,AU
Tainted Love,Soft Cell,0.5007767995857069,0.005385855250226168,0.38069705093833783,0.6228014409832592,0.0,-0.4356716673230371,-0.9348498540738144,0.8651077964637306,GB
Life Goes On,Oliver Tree,0.4893837389953391,0.005334374186833246,0.6487935656836461,0.5655859292222929,0.0,0.619845407864029,-0.7972045823720092,-1.5429546833718721,GB
With It // We Did It,Tory Lanez,0.3029518384256861,0.005283623351289846,0.4584450402144773,0.08984954439499894,0.00015800865800865801,-2.1411309647838306,2.394951456936167,-0.23330732345755714,CA
Rakita Rakita Rakita,"Santhosh Narayanan, Dhanush, Dhee",0.845675815639565,0.005233587316247235,0.7453083109919572,0.963975418520873,0.0001471861471861472,0.6242760575177041,0.6759420891015651,0.45956730033279714,IN
Bananza (Belly Dancer),Akon,0.6965302951838425,0.005184251085890601,0.8833780160857909,0.6704810341173978,4.123376623376624e-06,0.37513721929951066,0.5218027757201359,-0.6141156400916072,SN
Sunday Best,Surfaces,0.5567063697566028,0.0051356000809552604,0.8753351206434317,0.7446492901038356,0.0,0.34821250217333116,-0.8463083248071778,-0.3466569195203168,US
